name;operator;city;postcode;street;housenumber;amenity;office;shop;geom
Schuhhaus Tamcke;;;;;;;;shoes;0101000020E610000007729A4F678C2340BAD683EE37C44A40
Autohaus Dicks;;;;;;;;car;0101000020E61000000D816D0E218C23404CFCF61A27C54A40
Haar Kult;;Hamburg;22159;August-Krogmann-Straße;1;;;hairdresser;0101000020E6100000796AE4A9FD3C244045D14DAC9DCD4A40
Asia Express 99;;Hamburg;21029;Bergedorfer Straße;152;restaurant;;;0101000020E610000003E49535FB6D2440285D9FDE31BE4A40
HypoKontor;;Hamburg;21079;Vogteistraße;41a;;company;;0101000020E61000008930D9D369042440EC47D455CBB74A40
;;Hamburg;21079;Mensingstraße;;;;kiosk;0101000020E610000061E3FA777DFE23405DC3B1D3B4B84A40
P&G;;Hamburg;21079;Radickestraße;37;;;kiosk;0101000020E610000038401F1B37FF234074F3E8A111B84A40
Kiosk /Lotto;;Hamburg;21079;Reeseberg;178a;;;kiosk;0101000020E610000008461449AA012440E0336D5A84B84A40
;;Hamburg;21079;Reeseberg;;;;hairdresser;0101000020E6100000FD87F4DBD70124405399620E82B84A40
Momento Di Due Königsberg;;Hamburg;21079;Reeseberg;;restaurant;;;0101000020E61000003740C461C401244065C2D43B81B84A40
Schlachter Darboven;;Hamburg;;Winsener Straße;164;;;butcher;0101000020E61000004DAB7C2A02F723403EDAEED412B74A40
Handy-Laden;;;;Winsener Straße;;;;mobile_phone;0101000020E610000093CBDA0132FB23409CDE6A42FFB84A40
dm Drogeriemarkt;;;;;;;;chemist;0101000020E6100000017F42870AF72340C60FDFD3E6BA4A40
SB-Bäckerei BackWerk;;Hamburg;21073;Lüneburger Straße;;;;bakery;0101000020E61000007E586FD40AF72340D4A12EADE1BA4A40
Redroom;;Hamburg;22609;Baron-Voght-Straße;75;bar;;;0101000020E610000082397AFCDEBA2340035E66D828C74A40
ADDA Eis;ADDA Eis;Hamburg;;Landwehr;;cafe;;;0101000020E61000004639E2DA9A12244028614B34EDC74A40
Massimo;;Hamburg;22337;Wellingsbütteler Landstraße;43;restaurant;;;0101000020E61000000471C394ED10244032EBC5504ED04A40
Pink Bambus;;;;;;fast_food;;;0101000020E610000043B687180A132440E30EE555E7C74A40
;;;;;;;;supermarket;0101000020E6100000A9D3CB39C28F2340C42ADEC83CC34A40
Dutz;;;;;;;;bakery;0101000020E610000016C50666E09723405F99B7EA3ACA4A40
Tibet;;;;;;restaurant;;;0101000020E6100000981F13848695234081B163C856CA4A40
;;;;;;;;bakery;0101000020E61000009EF6EF55869823406CA11AE54FCA4A40
Melody Nails;;;;;;;;beauty;0101000020E6100000183D5C1723E723407589343B9CC94A40
;;;;;;;;greengrocer;0101000020E6100000707374A61AE723405F11572998C94A40
Geers Hörgeräte;;;;;;;;hearing_aids;0101000020E610000002AE1A3A2CE723409E8CE0359EC94A40
Maestro Leiky;;Hamburg;20255;Heußweg;25;;;hairdresser;0101000020E6100000011AA54BFFE62340C664BB8CACC94A40
Marken Glück;;Hamburg;20255;Heußweg;31;;;boutique;0101000020E61000009BC4C5F6FFE623409B690C84AEC94A40
Pipeline Store;;;;;;;;e-cigarette;0101000020E6100000B1A888D349E623406C9CA80073C94A40
Sturzenbacher Bestattungen;;;;;;;;funeral_directors;0101000020E6100000010D800239E62340801942846EC94A40
Steinfeld17;;;;;;;;bag;0101000020E610000009DFA06241E62340855A780371C94A40
Geigenbau Rathmann;;;;;;;;musical_instrument;0101000020E6100000910B73277DE623409D499BAA7BC94A40
Erika Buchholz;;;;;;;;hairdresser;0101000020E61000001A98CBFC59E623403B0C9C2276C94A40
Ernst Schmidt (HSV);;;;;;;;hairdresser;0101000020E610000092B586527BE5234015D3E01170C94A40
Pizza Hut Express;;Hamburg;20359;Reeperbahn;136;fast_food;;;0101000020E610000055E641D543EB23402B87BB1F5CC64A40
Kattendorfer Hofladen;Betriebsgemeinschaft Kattendorfer Hofladen GbR;Hamburg;20257;Lappenbergsallee;36;;;farm;0101000020E6100000A45B0AA3B4E2234037A8A21DDCC94A40
Hummer Pedersen;Fr. Pedersen GmbH;Hamburg;22767;Große Elbstraße;152;restaurant;;;0101000020E61000006DA34B4920E3234044673E8CB5C54A40
Cadlife GbR;;Hamburg;20535;Klaus-Groth-Straße;25b;;yes;;0101000020E61000004DD070146A0F24407561FFD027C74A40
mach 51;;Hamburg;20459;Rödingsmarkt;14;;advertising_agency;;0101000020E61000002C2E8ECA4DF82340B008597105C64A40
Café Albers;;;;;;restaurant;;;0101000020E6100000D9D4D40D6F8D2340341D95F661C44A40
;;;;;;restaurant;;;0101000020E6100000FF774485EA8E23405092AE997CC44A40
Zur Post;;;;;;restaurant;;;0101000020E610000095E29986978E23404159428875C44A40
Ela Haarstudio;;Hamburg;22111;Horner Landstraße;112;;;hairdresser;0101000020E6100000E730A9EB9A262440EB5FED8387C64A40
MWS-Sport;;Hamburg;20357;Kleiner Schäferkamp;21;;;sports;0101000020E61000005D1B2AC6F9EF2340640795B88EC84A40
Sushi XXL;;Hamburg;20099;Lübeckertordamm;2;restaurant;;;0101000020E610000080B1080FE40A2440775490FA46C74A40
Kolibri Bestickungen und mehr;;Hamburg;21029;Wentorfer Straße;5;;;gift;0101000020E61000007C606CC60E6F244060C54E1D50BE4A40
ciao bella;;Hamburg;20095;;;fast_food;;;0101000020E6100000E4DC26DC2B032440F071A609DBC64A40
INTERSPORT Voswinkel;;Hamburg;22765;Ottenser Hauptstraße;10;;;sports;0101000020E6100000804B00FE29DD2340A87C6363B9C64A40
Intersport Voswinkel;;Hamburg;22609;Osdorfer Landstraße;131;;;sports;0101000020E61000001FFEF565C4B82340606A95AAFEC84A40
Sofacafé;;Hamburg;21073;Am Schwarzenberg-Campus;1;cafe;;;0101000020E610000069DF81A6CAF02340B6BBAC2E4CBB4A40
Reisering Hamburg;;;;;;;travel_agent;;0101000020E61000006ADFDC5F3D0624406E814E52AAC64A40
Haar-Galerie;;;;;;;;hairdresser;0101000020E61000007F5EA747096C2440EB6DD85B6FBE4A40
Body Attack;;;;;;;;nutritional_supplements;0101000020E610000006BD3786006C2440CF1E1E786BBE4A40
Ambulante Kranken- u. Altenpflege;;;;;;;nursing_service;;0101000020E610000068052BF3FB6B2440E30B491C68BE4A40
Rollo City;;;;;;;;window_blind;0101000020E6100000A93C7084FB6B244092C3712A63BE4A40
JP-Nageldesign;;;;Bergedorfer Straße;115;;;beauty;0101000020E610000064320BA30F6C244087D970FD60BE4A40
Briefmarken Pantelmann;;;;;;;;collector;0101000020E61000003AAEEBBC326C24400691FB0C5EBE4A40
von der Heide;;;;;;;estate_agent;;0101000020E6100000136E8D637F6C24404AF48D4358BE4A40
Flower-World Outlet;;;;;;;;interior_decoration;0101000020E6100000CD0FB79E7C6D244067D828EB37BE4A40
;;;;;;;;kiosk;0101000020E610000085680822E66D24406FEFBF3A33BE4A40
Druck- und Kopierzentrum Bergedorf;;;;;;;;copyshop;0101000020E610000036EE28290B6E2440D08D9F7C30BE4A40
Le Chic;;;;;;;;hairdresser;0101000020E610000065DDE45C2F6E2440E85FDC572FBE4A40
Sushibar;;;;Bergedorfer Straße;138;restaurant;;;0101000020E610000078E970BE226D2440F3DC8CE43CBE4A40
Logopädische Praxis D. Schwiebert;;;;Bergedorfer Straße;136;doctors;;;0101000020E6100000C9F5A56DB26C2440178ED60748BE4A40
HSV Abteilungsbüro Rollstuhlsport;;;;;;;association;;0101000020E6100000A7B228ECA26C244087FBC8AD49BE4A40
Orbita Reisen;;;;Bergedorfer Straße;126;;;travel_agency;0101000020E610000033D9E495906C24407B617CE24ABE4A40
Westcom;;;;;;;;mobile_phone;0101000020E610000027A02EF76E6C24409169C8D34DBE4A40
Graumann Bestattungen;;;;;;;;funeral_directors;0101000020E61000007F1AF7E637F4234054701D88D1BA4A40
Albers Bestattungen;;;;;;;;funeral_directors;0101000020E6100000FA62EFC517F5234053A51C8299BA4A40
Änderungsschneiderei Stellingen;;Hamburg;22525;Kieler Straße;397;;;tailor;0101000020E61000004756236019DC2340D5A01E91A5CB4A40
Temma;;Hamburg;22587;Sülldorfer Kirchenweg;2b;;;supermarket;0101000020E6100000D2BFC9DBB6A0234071D9D77047C84A40
Cuneo;;Hamburg;20359;Davidstraße;11;restaurant;;;0101000020E6100000A1698995D1EC2340B9F2A32B22C64A40
Ayfer Haargalerie;;Hamburg;22301;Dorotheenstraße;112;;;hairdresser;0101000020E6100000A1E293A9DD02244063073AFF1BCB4A40
GALAB Laboratories GmbH;;Hamburg;21029;Am Schleusengraben;7;;company;;0101000020E61000008F0BBDB497672440825660C8EABC4A40
Laser Zentrum Nord GmbH;;Hamburg;21029;Am Schleusengraben;14;;company;;0101000020E6100000993E856DD5672440370E06E808BD4A40
mama;;Hamburg;22391;Wellingsbüttler Weg;119;restaurant;;;0101000020E6100000006CE5CA4529244078D503E621D24A40
Dai Nam;;Hamburg;20144;Beim Schlump;1;restaurant;;;0101000020E6100000E7BBA5E6BCF423407F5182FE42C94A40
Musik von Merkl;;Hamburg;21029;Stuhlrohrstraße;10;;;music;0101000020E61000000F42E504126924403B9B447353BE4A40
Avanti Kiosk;;Hamburg;22303;Jarrestraße;26;;;kiosk;0101000020E61000006651D845D10B24407A8CF2CCCBCA4A40
H&B Bäckerei;;Hamburg;22303;Jarrestraße;26;;;bakery;0101000020E610000097C4FE57C20B2440F823A01DCBCA4A40
Karstadt;;;;;;;;department_store;0101000020E6100000F4B0AB240DF9234028FAD74D84D74A40
Saturn;;Norderstedt;22850;De-Gasperi-Passage;8;;;electronics;0101000020E6100000FA2E00E88BF823409959958E83D74A40
Fisch & Vino;;;;;;restaurant;;;0101000020E6100000AE5D24FE72DB2340DFC3CA0D2BC74A40
east Restaurant;;Hamburg;20359;Simon-von-Utrecht-Straße;31;restaurant;;;0101000020E6100000A27CE65196EE23405FEE38EA8DC64A40
Infoladen Schwarzmarkt;;Hamburg;20357;Kleiner Schäferkamp;46;;;books;0101000020E610000061E124CD1FEF2340F1A31AF67BC84A40
Der Brotkorb;;;;;;;;bakery;0101000020E610000033C85D84299623406317A0C8EEC14A40
Pizza Smileys;;;;;;fast_food;;;0101000020E6100000AAC8D754CCBF2340CA8745B181CD4A40
Hagebaumarkt;;;;;;;;doityourself;0101000020E6100000CA86DADBD2E32340BF243A7073C64A40
Wrangel-Apotheke;;Hamburg;20253;Gärtnerstraße;32;pharmacy;;;0101000020E610000087BDF50604EF23404FB51666A1CA4A40
re.cycle;;;;;;;;bicycle;0101000020E6100000A047D62B76E523409722540493C64A40
Hairlounge Föhn-X;;;;;;;;hairdresser;0101000020E6100000B3E611ED74F92340EBD5B61787BA4A40
Thai Box;;Hamburg;21073;Seeveplatz;1;fast_food;;;0101000020E6100000E5DEB2F96EF923405F7EA7C98CBA4A40
Kiosk 63;;Hamburg;21073;Moorstraße;23;;;kiosk;0101000020E6100000A279A5D189F92340A3F5A6D887BA4A40
Karofisch;;Hamburg;20357;Feldstraße;32;restaurant;;;0101000020E61000009F98501C9BF023401331804B5BC74A40
Jim Burrito's Cantina;;Hamburg;20357;Schulterblatt;12;restaurant;;;0101000020E6100000A0FF1EBC76ED2340EADE7998ACC74A40
Umsonstladen Harburg;;Hamburg;21075;Haakestraße;22;;;free;0101000020E61000005BE8EF4A37EE2340D952510658BB4A40
Team Centric Software;;;;;;;company;;0101000020E610000028C412C59A0C244022A81ABD1AC94A40
Public Coffee Roasters;;Hamburg;20355;Wexstraße;28;cafe;;;0101000020E6100000CD83AA871EF723407404BA4093C64A40
Kulturcafé Komm du;;Hamburg;21073;Buxtehuder Straße;13;cafe;;;0101000020E6100000B56D1805C1F323407C6308008EBB4A40
Pedalross;;Hamburg;22087;Mundsburger Damm;58;;;bicycle;0101000020E6100000E982FA96390D2440883E69F2DEC84A40
Man Wah;;;;Spielbudenplatz;18;restaurant;;;0101000020E6100000893F2F8100EE2340A9BF03A84EC64A40
Thai Town;;Hamburg;20359;Taubenstraße;23;restaurant;;;0101000020E610000008BEB38707EE234001A02F6244C64A40
Shikara;;;;;;restaurant;;;0101000020E6100000F4B6E3970BEE2340F8D50BF43FC64A40
Erdbeer- und Spargelhof Löscher;;Hamburg;;Reiherhoopweg;;;;greengrocer;0101000020E61000001FA0FB7266EB2340EF8FF7AA95B94A40
Dat Backhus;;Hamburg;21029;Weidenbaumsweg;5;;;bakery;0101000020E610000059607E5D3C6A244086819D51A9BE4A40
Pizza Max;;Hamburg;21029;Bergedorfer Straße;127;fast_food;;;0101000020E6100000CF5F329FBD6C2440D9AE754E58BE4A40
Huang;;;;;;restaurant;;;0101000020E610000012B57E445D0124404F24986A66C64A40
Apotheke am Rathaus;Christian Kniesberg;Hamburg;21029;Wentorfer Straße;35;pharmacy;;;0101000020E61000009FAB521FED70244034DE567A6DBE4A40
Bax Cafe Creme;;Hamburg;21031;Alte Holstenstraße;30;cafe;;;0101000020E610000037CA5587376A2440D41D7A41FABE4A40
Theaterkasse Schumacher;Inhaber: Dirk Störmann e.K.;Hamburg;20457;Kleine Johannisstraße;4;;;ticket;0101000020E61000003C229518BAFC2340A0692EDC5EC64A40
Hanselaw Hammerstein und Partner;;Hamburg;20355;Caffamacherreihe;5;;lawyer;;0101000020E6100000E762C21EC9F72340D2A4B9BA08C74A40
Kartoffelhaus Papas;;;;;;restaurant;;;0101000020E6100000DA098A7A1C9523408883296FECBB4A40
Revierförsterei Hausbruch;;;;;;;forestry;;0101000020E610000028D714C8ECC82340A2670EA4E6BB4A40
Atlantik Fisch Imbiss;;Hamburg;22767;Große Elbstraße;139;fast_food;;;0101000020E6100000671A03A1ABDF2340E67EE25BB3C54A40
Atlantik Fisch Meeresspezialitäten;;Hamburg;22767;Große Elbstraße;139;;;seafood;0101000020E6100000DF61C90B9FDF2340641690ACB2C54A40
Gemeinschaftspraxis Ulrike Jost und Gesine Averdick-Robrahn;;;;;;doctors;;;0101000020E6100000FB8161AF664F244005977D0D77D74A40
Trattoria Campo;;Hamburg;20249;Ludolfstraße;43;restaurant;;;0101000020E610000061E05E3EFEFB2340936AE91BE2CB4A40
Schlachterei Hans Wagner;;;;;;;;butcher;0101000020E61000006FC9607B1CE42340EBE74D452ACA4A40
Gasthaus Q21;;Hamburg;22309;Fuhlsbüttler Straße;405;restaurant;;;0101000020E61000001DD2037A3C1424407A52CB7B41CD4A40
Glanz & Gloria;;;;;;;;hairdresser;0101000020E6100000A543F174F8152440E8A562635ECD4A40
Daube;;Hamburg;22303;Gertigstraße;59;;;bakery;0101000020E61000003CFBCA83F408244041C461C499CA4A40
mama trattoria;;Hamburg;22303;Gertigstraße;61;restaurant;;;0101000020E6100000486E4DBA2D092440B087403F9DCA4A40
Mister-Fit;;Hamburg;21073;Harburger Ring;21;;company;;0101000020E6100000B46CF7BC2CF723407E9F60B5E8BA4A40
Gunnar Krauß - Coach und Supervisor;;Hamburg;22335;Fuhlsbütteler Damm;89;;company;;0101000020E6100000805C2C561E0A24407B51BB5F05D04A40
;;;;;;;;kiosk;0101000020E6100000F2D5E99B8FF62340C57B69E5B9C74A40
Am Tibarg;;;;;;;;tailor;0101000020E61000000180AD5CB9E82340BBA35A9FCDCF4A40
Gasthaus zur Alten Eiche;;;;;;restaurant;;;0101000020E6100000534DFF48C7A32340169EE117A8C14A40
Sparda-Bank;;;;;;bank;;;0101000020E610000080796DDB9CE72340CF4E0647C9C94A40
Budni;;Hamburg;21031;Heidhorst;4;;;chemist;0101000020E610000060CD01823956244007802A6EDCC14A40
Backwerk;;;;;;;;bakery;0101000020E61000001A3735D07C1E24406426512FF8C84A40
;;;;;;;;kiosk;0101000020E6100000EBB01DE7911224402EC83B2C79CC4A40
Bertto`s Pizzamacherei;;Hamburg;20251;Breitenfelder Straße;4;fast_food;;;0101000020E6100000FC64D69CCDF02340852BFB09C2CA4A40
Asian Food;;;;;;restaurant;;;0101000020E61000006F354646620D244017CE7F59EBCA4A40
Deichdiele;;Hamburg;21107;Veringstraße;156;cafe;;;0101000020E610000074203537F0F8234001773469AEC04A40
Charakterkopf;;;;Jarrestraße;94;;;hairdresser;0101000020E61000001C1BCB057810244070FDAA121BCB4A40
Barmbeker Getränkemarkt;;Hamburg;22303;Semperstraße;52;;;beverages;0101000020E61000001BBB44F5D608244097163FD708CB4A40
Baris;;;;;;;;bakery;0101000020E6100000CF3DDAEED40A2440DE37633D5ABF4A40
Jarre Markt;;;;;;;;deli;0101000020E6100000DBC2F352B10D2440A4BE767AEFCA4A40
Die Bäckerei;;;;;;;;bakery;0101000020E61000007CFE6AC4820D2440343D17FCECCA4A40
Dubara;;;;;;fast_food;;;0101000020E61000007FA88F1BD90C24400E49D2DAD9CA4A40
Änderungsschneiderei;;;;;;;;tailor;0101000020E6100000297398D4750D244082502855ECCA4A40
therapieRAUM;;Hamburg;22089;Papenstraße;122;doctors;;;0101000020E61000001646C4DED518244060D0420246C84A40
;CDU Abgeordnetenbüro Bezirksfraktion;Hamburg;20257;Lappenbergsallee;34;;political_party;;0101000020E61000006F4095E4CAE2234056E7621DD8C94A40
Okay Grill;;;;;;fast_food;;;0101000020E6100000D620CCED5EE22340E6FBF37EEDC94A40
Weinladen;;;;;;;;alcohol;0101000020E61000008C344CC862E22340A1FC38F5DCC94A40
E. Tek Tabakwaren;;;;;;post_office;;kiosk;0101000020E6100000E662676556E22340D08E0A52DFC94A40
Sparkasse Stade-Altes Land;;;;;;bank;;;0101000020E61000008A05BEA25B8F234048DB9D5A22BF4A40
Kiosk & Bäckerei;;;;;;;;kiosk;0101000020E61000000D512A8650DA2340BCA65192BFCC4A40
Trattoria Remo’s;;;;;;restaurant;;;0101000020E6100000BE30992A18ED2340434B68DCE5C64A40
Café par ici;;Hamburg;22301;Maria-Louisen-Straße;1;cafe;;;0101000020E6100000D9FAD81313FE23409D0B6D4AC3CA4A40
Himalaya;;;;;;fast_food;;;0101000020E6100000AFD9250571D52340007A75E9BACC4A40
Praxis & Atelier Renate Lappe;;Hamburg;20457;Bei den Mühren;78;doctors;;;0101000020E610000042295AB917FC23400ABA62EBBEC54A40
Fricke Biofleischerei;;;;;;;;butcher;0101000020E61000001418FC47F0E82340F56C567DAEC94A40
Manna Bio;;Hamburg;20259;Osterstraße;81;;;supermarket;0101000020E6100000335C78B9E3E82340E3CAD93BA3C94A40
Ditsch;;;;;;;;bakery;0101000020E6100000F2F7414C78002440D9B27C5D86C64A40
H&M;;;;;;;;clothes;0101000020E610000085679D4C37002440186D44E680C64A40
Mango;;;;;;;;clothes;0101000020E61000009FBF1AB16000244022E17B7F83C64A40
adidas Store;;;;;;;;sports;0101000020E610000042295AB917002440064A0A2C80C64A40
Drafthouse;;Hamburg;20359;Hans-Albers-Platz;15;bar;;;0101000020E6100000204F818241EC2340381B86EA41C64A40
;;;21107;Georg-Wilhelm-Straße;;;;kiosk;0101000020E6100000EFEB1BF395FB234026654117C3BF4A40
Le Croque;;Hamburg;20253;Gärtnerstraße;86;restaurant;;;0101000020E6100000BD97569E9BED234096D5CFF643CA4A40
Tattoo Nouveau;;;;;;;;tattoo;0101000020E6100000FD83EDCCA9ED23406AE8555348CA4A40
;;;;;;;;laundry;0101000020E6100000163E117AECED234068D6ADF94CCA4A40
Empire;;Hamburg;20253;Gärtnerstraße;99;;;video;0101000020E610000072474959D0ED23409C92077D44CA4A40
Budnikowski;;Hamburg;21033;Friedrich-Frank-Bogen;49-51;;;convenience;0101000020E61000002022DA33F05C2440849AC69BA1BE4A40
Trang - Asia Supermarkt;;Hamburg;22305;Fuhlsbüttler Straße;;;;supermarket;0101000020E6100000269CCC2ECE162440181DDA1198CB4A40
English Books and British Foods;;;;Stresemannstraße;169;;;books;0101000020E6100000CAC7EE0225E52340EBAA402D06C84A40
Stadtteilladen Veddel aktiv e.V.;;Hamburg;20539;Immanuelstieg;5;;ngo;;0101000020E6100000978796862B092440DB9F30CD19C34A40
Mein Kiosk;;;;;;;;kiosk;0101000020E6100000B7E0FBD126F12340B74F7DD6EBC94A40
Audio Video Dienst;;;;;;;;hardware;0101000020E6100000A8131AD2F2F523406C104130A2C84A40
Ayrepair Hamburg;;;;;;;;mobile_phone;0101000020E6100000DB9B29BEEBF52340881D7C17A5C84A40
Beautiful Nails;;;;;;;;beauty;0101000020E6100000ADB5413745F523401691BCCEE1C84A40
Campus Cut;;;;;;;;hairdresser;0101000020E6100000A6E14A2CDFF52340445EC598AAC84A40
Drin & Draußen;;;;;;cafe;;;0101000020E6100000F70E6DB6A8F523409A661591BCC84A40
Druckertanke;;;;;;;;yes;0101000020E6100000510DA0843EF523407A7E07F5E3C84A40
Grindel Shop;;;;;;;;kiosk;0101000020E6100000868ABB8B41F523401B344F09E3C84A40
KulturBuch;;;;;;;;books;0101000020E61000002DEA3823EFF52340CBE42F88A3C84A40
Reckrad;;;;;;;;bicycle;0101000020E61000008C15359886F523405E09EE51C9C84A40
Lam;;;;;;;;jewelry;0101000020E610000072BFE8972D0224407EFDB561B9C64A40
Kölln Haferland;;Hamburg;20095;Steinstraße;27;cafe;;;0101000020E6100000A6684018D3FF23407BCF921161C64A40
Anson's;;;;;;;;clothes;0101000020E6100000F8BBC161B30124401BE54F0AA9C64A40
Bijou Brigitte;;;;;;;;jewelry;0101000020E6100000C7438424580124406DA0AF0FA1C64A40
Depot;;;;;;;;interior_decoration;0101000020E6100000B23DC45098012440A7CF0EB8AEC64A40
Jack Jones Vero Moda;;;;;;;;clothes;0101000020E61000009897B2C2E30124405DDD561FB4C64A40
Lush;;;;;;;;chemist;0101000020E6100000FCEB70CF4E0124402522FC8BA0C64A40
yourfone;;;;;;;;mobile_phone;0101000020E61000001142F6306A012440DE36F867ABC64A40
Promod;;;;;;;;clothes;0101000020E61000008AA7C3AFFD01244068F56970B6C64A40
Six.;;;;;;;;jewelry;0101000020E61000003A2E9919EC002440C65B4299A1C64A40
Cafe Vivet;;Hamburg;20095;Spitalerstraße;9;restaurant;;;0101000020E61000005D26796462012440902EDBF3A1C64A40
Zara;;;;;;;;clothes;0101000020E6100000617715AD37012440FDF03D6D9EC64A40
Calzedonia intimissimi;;;;;;;;clothes;0101000020E6100000B22FD978B0012440BE67C988B0C64A40
e-plus BASE;;;;;;;;mobile_phone;0101000020E6100000676C4320F2012440F1DEAC1CB5C64A40
s.Oliver;;;;;;;;clothes;0101000020E6100000120C31A880012440DD8CE43CADC64A40
Dietrich Niesitka;;Hamburg;20251;Eppendorfer Landstraße;122;;;carpet;0101000020E6100000130D52F014FA2340FDC1C073EFCB4A40
Mehndi Temple;;Hamburg;20251;Eppendorfer Marktplatz;15;;;tattoo;0101000020E61000005038BBB54CFA23403AD5B551F8CB4A40
Mercato Piazza;;Hamburg;20251;Eppendorfer Landstraße;144;;;deli;0101000020E61000002EF136250FFA2340B6C590F705CC4A40
Mutabor;;Hamburg;;Eppendorfer Landstraße;122A;;;jewelry;0101000020E6100000425DA45016FA23405228B0A5ECCB4A40
Sport Tausch;;;;;;;;sports;0101000020E6100000A3EE5E494DFA2340F61B3746FCCB4A40
Weltrecord;;Hamburg;20251;Eppendorfer Landstraße;124;;;music;0101000020E6100000735D424F14FA234043F28414F2CB4A40
Wolfgang Riebesehl;;Hamburg;20251;Eppendorfer Landstraße;128;;;bag;0101000020E61000008C49247612FA2340354CC862F6CB4A40
Karsten Schuhmacher;;Hamburg;20251;Eppendorfer Landstraße;140;;;hairdresser;0101000020E6100000F42675B80CFA2340CACC60E701CC4A40
Praxis für Physiotheraphie & Osteopathie;;Hamburg;20251;Eppendorfer Marktplatz;17;doctors;;;0101000020E6100000926F00474CFA2340DDB3531800CC4A40
Second Hand;;Hamburg;20251;Eppendorfer Landstraße;120;;;second_hand;0101000020E6100000DD4F7C6B16FA2340B2DAFCBFEACB4A40
Blumentochter;;Hamburg;20251;Lokstedter Weg;1;;;florist;0101000020E610000086FB6DF4D6F923407AF8D79711CC4A40
Trattoria Palermo;;Hamburg;20359;Hein-Hoyer-Straße;11;restaurant;;;0101000020E6100000189062258BEC2340CFC53AB077C64A40
Hülsen Petit Fisch Bistro;;;;;;cafe;;;0101000020E6100000E050532690F9234008A40E3C08CC4A40
Kaiser Reich;;Hamburg;20251;Erikastraße;74;;;beauty;0101000020E6100000C3C716388FF923408D4F5CE910CC4A40
Keiko;;Hamburg;20251;Erikastraße;48;;;fashion;0101000020E6100000C931A3699AF92340D6B0DF13EBCB4A40
Käse Wein & mehr;;;;;;;;deli;0101000020E6100000537D42D197F923404008B76BF8CB4A40
Lönneberga;;;;;;;;antiques;0101000020E6100000237DA4D299F9234053C19778F6CB4A40
Lütt & Fien;;;;;;;;toys;0101000020E6100000AD10FBA996F9234098A36C36FBCB4A40
Michael Pflüger;;;;;;;;atelier;0101000020E6100000F17D16F0D7F923400E1FC7C507CC4A40
Naturheilpraxis Kudritzki;;;;;;doctors;;;0101000020E6100000754D373FB4F92340C033901D0ACC4A40
Olga Lück;;;;;;;;beauty;0101000020E610000098321587D8F92340B4B3E89D0ACC4A40
Petite Princesse;;Hamburg;20251;Erikastraße;48;;;website;0101000020E6100000D5F3C9E59AF92340830074F3E8CB4A40
Primacrema;;Hamburg;20251;Erikastraße;70-72;;;deli;0101000020E6100000BCA24A8391F92340005F65C80CCC4A40
Sadet's Schneiderei und Café;;;;;;cafe;;;0101000020E6100000FAED9007C7F92340AE20BC2CDCCB4A40
Salon Zobo;;;;;;;;hairdresser;0101000020E61000003F7672E19BF92340267A747EE5CB4A40
Marathon;;Hamburg;22457;Roman-Zeller-Platz;2;restaurant;;;0101000020E6100000DE408177F2D123402C48D85CDAD24A40
Cleopatra;;Hamburg;20251;Lokstedter Weg;1;;;beauty;0101000020E6100000172F1686C8F9234086FC7D1013CC4A40
Svea Antike Kachelöfen;;Hamburg;20251;Martinistraße;8-10;;;antiques;0101000020E6100000607C2CD8A1F9234072080BDDDBCB4A40
Taka Tuka Land;;;;;;;;toys;0101000020E610000025CC5944B9F923402C0DA1EF13CC4A40
Taverna Symposium;;;;;;restaurant;;;0101000020E610000087B2A6689BF923408B2947B714CC4A40
The Hackbarth's;;;;;;;;fashion;0101000020E61000004A8160E9D7F92340718AD8710DCC4A40
Trend-Hair;;;;;;;;hairdresser;0101000020E610000062C7DA3A93F92340E621533E04CC4A40
Das Hand- & Fuß Team;;Hamburg;20251;Erikastraße;42;;;beauty;0101000020E610000045EBF2F79CF92340DB649EA6E0CB4A40
Trostwerk;;Hamburg;20251;Erikastraße;42;;;funeral_directors;0101000020E61000002185A1C49DF92340DC566941DECB4A40
Varia;;;;;;;;interior_decoration;0101000020E610000033EF2719EFF92340A3E6502BF1CB4A40
Design-Radiator.de;;;;;;;;computer;0101000020E6100000CCE8EC09B7F9234031197DBBDBCB4A40
Wolfgang Schiek;;;;;;;;bag;0101000020E610000087C5A86BEDF92340B4791C06F3CB4A40
Fische Hülsen;;;;;;;;seafood;0101000020E610000021F829D890F923403764F2BC0ACC4A40
;;;;;;;;kiosk;0101000020E61000004533AA679CF923409E8834E0E2CB4A40
Freund Raumgestaltung;;;;;;;;curtain;0101000020E610000027B5615E91F92340E072501D06CC4A40
;;;;;;;;vacant;0101000020E61000008C70EE0AD8F9234062AD90A806CC4A40
;;;;;;;;vacant;0101000020E61000005755794CEEF92340C4E9C9A1EACB4A40
Budnikowsky;Iwan Budnikowski GmbH & Co. KG;Hamburg;22041;Wandsbeker Marktstraße;97-99;;;chemist;0101000020E6100000D143C8D4B8222440E9972DFE5BC94A40
;;;;;;;;vacant;0101000020E61000007A2B5CA0EEF923405889C3E3ECCB4A40
;;;;;;;;vacant;0101000020E610000070E6A1009BF923408D9C853DEDCB4A40
;;;;;;;;vacant;0101000020E61000000F61FC34EEF92340EB56CF49EFCB4A40
